target_dist_base,env_wind_s,env_precipitation,cam_transparency,uav_cond_cruise_s,target_dist_path,lap_analys_t,camera_delay,MOE_Fuel,MOE_Time,wt_metric,Architecture,uav_t_prepare,onboard_trans_delay,onboard_analy_t,nav_accuracy
low,medium,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,medium
very_low,very_low,high,low,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
low,low,medium,low,high,high,No_Impact,No_Impact,Slight_Degradation,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,high
very_low,very_low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,high,low
medium,high,high,low,high,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
low,very_low,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
very_low,medium,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
high,medium,low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
very_low,very_low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
high,very_low,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,low
very_low,very_low,low,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,very_low,medium
low,high,low,high,low,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,very_low
low,very_low,high,low,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,very_low
low,low,low,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
very_low,very_low,high,low,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,low
very_low,high,very_low,high,low,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,very_low
high,low,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,low
low,very_low,medium,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,medium
very_low,low,high,low,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,very_low
high,very_low,high,very_low,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,medium
high,medium,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,high
low,low,high,low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
very_low,low,medium,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,medium,high
low,medium,medium,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
medium,high,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
high,medium,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,low
medium,low,medium,low,high,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,very_low
medium,high,medium,high,low,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,low
very_low,high,high,very_low,medium,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,medium
high,very_low,high,very_low,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,low
medium,very_low,high,low,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
low,high,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,medium
very_low,low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
low,medium,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,high
low,high,medium,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
high,medium,medium,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
very_low,medium,low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,low,very_low
very_low,medium,medium,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
very_low,low,high,very_low,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,medium
high,high,high,very_low,high,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
high,high,low,high,low,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
low,medium,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
low,medium,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
low,low,medium,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
medium,low,very_low,high,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,low
medium,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,medium
high,high,very_low,high,low,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
very_low,low,medium,high,high,very_low,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
very_low,high,medium,high,low,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,high
very_low,very_low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,low
medium,very_low,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,high
very_low,high,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
medium,high,medium,high,low,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,very_low
very_low,high,low,high,high,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,high
very_low,high,high,very_low,very_low,very_low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,very_low
high,very_low,low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
very_low,very_low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,very_low
high,high,high,very_low,low,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,High_Degradation,SoAS4,No_Impact,No_Impact,medium,very_low
medium,medium,high,low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,medium
very_low,very_low,low,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,very_low,low
medium,very_low,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
low,high,very_low,high,low,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,high
high,medium,high,low,high,very_low,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS4,No_Impact,No_Impact,medium,medium
low,low,medium,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,medium
very_low,very_low,low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,medium,high
low,high,medium,low,low,medium,No_Impact,No_Impact,Slight_Degradation,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,medium
medium,low,high,low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,medium
low,low,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,low
high,medium,high,very_low,medium,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
very_low,high,very_low,high,low,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,high
high,very_low,high,low,high,very_low,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
medium,high,medium,high,low,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,low
low,high,high,very_low,very_low,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,medium
medium,medium,low,high,high,high,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
high,high,high,low,high,medium,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,high
very_low,high,very_low,high,low,high,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,low
high,high,very_low,high,low,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,high
high,medium,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
low,medium,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,high
high,high,medium,low,low,medium,No_Impact,No_Impact,High_Degradation,High_Degradation,High_Degradation,SoAS4,No_Impact,No_Impact,high,high
high,very_low,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,low
very_low,high,high,very_low,low,high,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,high
medium,medium,low,high,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,high
very_low,very_low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,medium
very_low,very_low,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,low,low
medium,very_low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
medium,low,low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
medium,low,high,low,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,low
medium,high,very_low,high,low,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,low
high,high,very_low,high,low,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,very_low
high,low,medium,high,high,medium,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,very_low
very_low,medium,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
medium,high,very_low,high,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,low
medium,very_low,high,very_low,high,low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,high
very_low,very_low,medium,high,high,high,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,low
medium,medium,medium,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,high
high,medium,medium,high,high,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,medium,very_low
medium,low,medium,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,low
very_low,low,high,very_low,medium,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,very_low
high,high,very_low,high,low,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,very_low
medium,medium,very_low,high,high,high,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,very_low
high,medium,low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,medium
high,medium,high,very_low,medium,very_low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,medium
low,very_low,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,low
medium,low,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,medium
low,low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,low,very_low
very_low,medium,medium,low,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Improvement,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,very_low
medium,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,high
low,very_low,very_low,high,high,medium,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
high,medium,very_low,high,high,very_low,No_Impact,No_Impact,Slight_Improvement,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
very_low,high,medium,high,low,medium,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
medium,low,high,low,high,low,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,very_low,low
high,medium,high,low,high,high,No_Impact,No_Impact,Slight_Degradation,High_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,high,high
low,medium,high,low,high,medium,No_Impact,No_Impact,Slight_Improvement,Slight_Degradation,Slight_Degradation,SoAS4,No_Impact,No_Impact,low,high
low,very_low,low,high,high,low,No_Impact,No_Impact,High_Improvement,Slight_Improvement,Slight_Improvement,SoAS4,No_Impact,No_Impact,very_low,very_low
very_low,medium,low,high,high,medium,No_Impact,No_Impact,High_Improvement,High_Improvement,High_Improvement,SoAS4,No_Impact,No_Impact,medium,medium
low,high,low,high,low,high,No_Impact,No_Impact,High_Improvement,Slight_Degradation,Slight_Improvement,SoAS4,No_Impact,No_Impact,high,high
